score_OVERALL UNIVERSITY RATING,score_Job Prospects,score_Course and Lecturers,score_Uni Facilities,score_Student Support,score_Do you think your time at university this year has been value for money?,score_Students' Union,score_Accommodation,score_Local life,score_Societies and Sports,name,date,degree,reviews
rat4,rat5,rat4,rat5,rat4,,rat5,rat4,rat4,rat5,Patrick,14 Jan 20,History BA (Hons), 11 Hyper in flated costs very very good
rat4,rat5,rat5,rat5,rat4,,rat4,rat5,rat2,rat4,Oli,14 Jan 20,Engineering (PhD/MPhil), Engineering lectures are very helpful Uni campus is too far from student town.
rat3,rat5,rat4,rat5,rat3,,rat4,rat4,rat2,rat4,Emily,14 Jan 20,German and Economics BA (Hons), Mixed bag. Complaints process just stopped replying to me but my course is good. LOTS of careers fairs (maybe information overload + lots of pressure too soon but I feel employable) 11 Uni campus itself is alright. Need more microwaves! It's a little too late to have suddenly started to make an effort - they have a long way to go. I'm happy but I know other students are not Bus journey/buses are sometimes full + adhoc BUT Warwick sport is horrendous and I don't see how it acts in students best interests.
rat4,rat4,rat4,rat4,rat4,,rat3,rat5,rat3,rat3,Margaret,14 Jan 20,Psychology BSc (Hons), Lots of different opportunities Can levy = would recommended  Large range
rat4,rat4,rat3,rat4,rat3,,rat4,rat3,rat4,rat5,Klara,14 Jan 20,Mechanical Engineering BEng (Hons)," It is pretty good apart from the distance from a big city and the limited access to campus via public transport. There could be healthier food options on campus The engineering department makes it a priority Its quite expensive and getting off-campus Accommodation is quite complicated Leamington is very far away and public transport is not always sufficient Very large variety, something for everyone"
rat4,rat5,rat4,rat4,rat3,,rat3,rat4,rat4,rat5,Cam,14 Jan 20,History BA (Hons)," Enjoyed my course and joining liberation societies. 4 Counselling is underfunded/ Tutors are also paid little but invest lots of time in students. Education + welfare officer especially are very good and do the best to represent us. Others I feel do not. Societies, such as liberation, need more funding (+ cultural)"
rat5,rat5,rat4,rat5,rat4,,rat4,rat4,rat4,rat5,Bethan,14 Jan 20,"Philosophy, Politics and Economics (PPE) BA (Hons)/BSc (Hons)"," loved it :) Emails.
Events. 16 Cost"
rat4,rat4,rat5,rat4,rat4,,rat4,rat4,rat4,rat4,Olivia,14 Jan 20,History BA (Hons), I've had a good three years and though I am ready to leave I'll be sad to go. Careers adviser is really helpful 6 Lots of work is in place to improve them. Well-being has improved greatly I've not used the SU but I think it represents students well Leamington is far Leamington has really good shops and amenities I personally don't use the sports facilities because of cost but they are of a high standard
rat4,rat4,rat4,rat4,rat3,,rat4,rat3,rat4,rat3,Hillary,14 Jan 20,Law LLB (Hons), Halls of residence costs are too high
rat4,rat2,rat3,rat4,rat4,,rat3,rat3,rat4,rat5,Grace,14 Jan 20,English Literature BA (Hons)," Pretty positive, more contact time is desirable Not enough for humanity students 6 Price is reasonable Slightly isolated if living on campus"
rat5,rat5,rat5,rat5,rat4,,rat4,rat2,rat5,rat5,Mathew,14 Jan 20,," very positive, some improvements can be made Always sets up career days. Very useful 13 Very good very good very good and SU puts in a lot of support Private accommodation and needlessly expensive yes plenty of different sports/societies to choose from"
rat4,rat4,rat4,rat3,rat4,,rat3,rat4,rat5,rat4,Charlie,14 Jan 20,Biological Sciences BSc (Hons), Decent
rat4,rat4,rat4,rat5,rat4,,rat5,rat5,rat4,rat4,Malavika,14 Jan 20,Economics (MSc), Careers fairs etc.
rat5,rat5,rat5,rat4,rat5,,rat5,rat5,rat5,rat5,Chloe,14 Jan 20,English Literature BA (Hons)," Careers advisers are great and easy to set up meetings with 8 Need more study space Very good, especially counselling service Very Affordable Perfect location - between 2 Leamington & Coventry. Great variety, something for everyone"
rat5,rat5,rat5,rat5,rat5,,rat4,rat4,rat5,rat5,Kenton,14 Jan 20,Computer Science BSc (Hons), Good careers department 18 My department had very good facilities varies lot when you go private Good bus to Leamington and Coventry We have every sport you could possibly want + new sports clubs
rat4,rat4,rat4,rat4,rat4,,rat4,rat4,rat4,rat4,William,14 Jan 20,English and History BA (Hons), Warwick has provided access to many new opportunities. Resources and experiences all of which are highly valued
rat4,rat4,rat4,rat5,rat5,,rat5,rat4,rat4,rat5,Lila,14 Jan 20,French Studies BA (Hons), 8
rat4,rat4,rat4,rat4,rat3,,rat2,rat4,rat1,rat5,Jack,14 Jan 20,Law LLB (Hons)," Good transferable skills 12 Good Safe, easy access and high cost Too out in the sticks Very good variety"
rat5,rat4,rat4,rat5,rat4,,rat2,rat4,rat3,rat5,Jack,14 Jan 20,History and Politics BA (Hons)," Although it has its pros and cons, overall I have lived Warwick and would not have changed a thing Very politicised. Seem to be there for themselves rather than students I like living in Leamington but the commute can be painful Excellent range, facilities and standards"
rat1,rat3,rat1,rat2,rat2,,rat3,rat2,rat2,rat2,Felix,14 Jan 20,Biomedical Science BSc (Hons), Top notch
rat5,rat5,rat4,rat5,rat5,,rat3,,rat5,rat5,Muqaddasa,14 Jan 20,Education Studies BA (Hons)," Really enjoy being a part of Warwick, it is very inclusive and supportive in many aspects. Careers advisors are very helpful and supportive. 14 Very good and broad Support systems are very good"
rat4,rat3,rat4,rat5,rat4,,rat3,rat4,rat4,rat5,Miles,14 Jan 20,History BA (Hons)," Modern and quality facilities apart from humanities building Plenty of info on support and well being SU prices are too high Safe and in good condition, but expensive Bus ride is not too long and near leamington and Coventry"
rat3,rat4,rat3,rat5,rat3,,rat2,rat2,rat3,rat4,Yani,14 Jan 20,Physics BSc (Hons)," My course is effort but societies and clubs are good Pretty good 30 Really good, sometimes overcrowded Love my personal tutor but not much else Prices are steep for everything, clear they are trying to make profit Absolute rip off quality Appliances food Some decent stuff A society for everything"
rat4,rat3,rat4,rat4,rat3,,rat3,,rat4,rat4,Jordan,14 Jan 20,Psychology BSc (Hons), Good memories but could have better academic support lots of skills but a bit difficult with job application Good Good but sometimes difficult to access/approach ok could be better yes wide variety but fees high
rat3,rat4,rat4,rat2,rat4,,rat3,rat4,rat4,rat4,Guest111,14 Jan 20,Sociology BA (Hons), I think I am fortunate to be staying nearby my class
rat5,rat5,rat4,rat4,rat5,,rat3,rat4,rat4,rat5,Xianruo,14 Jan 20,Economics and Industrial Organization BSc (Hons), 14 Safety not good
