name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Student Reviewer,26 Feb 15,Psychology,rat5,"{'Tell us about your overall university experience so far.': ""It's really fun here and less scary than I thought. I think it will be quite easy to get a job. There are lots of job guides and careers fairs to help. The best part of my course has been learning about the history behind psychology. My room is really big. I like to go out clubbing in the city. The uni facilities are really good. There could be a bit more space for the rowing ergs as the desso balcony is quite cramped. I have joined the rowing club. The student union is good. it's really convenient having a club on campus. You can get support from tutors.""}",rat4,,rat4,,rat5,,rat4,,,,rat5,,rat5,,rat5,,rat5,
Student Reviewer,26 Feb 15,Psychology,rat4,"{'Tell us about your overall university experience so far.': ""I love it but I'm very homesick. My course is interesting and applicable to everyday life. I think my job prospects are good but got to do PHD first. My accommodation is a long walk from campus but it's cheap. I like to shop in the city. The uni facilities are very good, particularly the restaurants. I've joined the following clubs/societies - psychology, Italian, mindaware and cinema. I love the student union and I work there. There's an advice centre and residential tutors for support.""}",rat3,,rat5,,rat4,,rat5,,,,rat5,,rat3,,rat3,,rat5,
Student Reviewer,24 Feb 15,Mathematics and Statistics MMathStat,rat3,"{'Tell us about your overall university experience so far.': ""Yeah it's good""}",rat4,,rat4,,rat4,,rat3,,,,rat2,,rat4,,rat3,,rat4,
Student Reviewer,24 Feb 15,Engineering,rat4,"{'Tell us about your overall university experience so far.': 'So much fun here, definitely the right choice to stick around.'}",rat4,,rat4,,rat4,,rat4,,,,rat4,,rat4,,rat4,,rat4,
Student Reviewer,24 Feb 15,engineering,rat3,{'Tell us about your overall university experience so far.': 'university management is sadly poor and has disturbed relationship with students'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'not amazing if students dont wanna do mainstream eng.'}",rat3,{'What do you like most and least about the way your course(s) are taught?': 'teachers relatively unengaged'},rat4,"{""How good are your university's facilities?"": 'good'}",rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'n/a'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'n/a'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'good facilities'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'nice and pretty city nearby'},rat4,"{'How would you rate the variety of societies/sports?': 'lots of good clubs, especially music'}"
Student Reviewer,24 Feb 15,Politics,rat4,"{'Tell us about your overall university experience so far.': 'Well taught course, bit cold here but otherwise I like it'}",rat4,,rat4,,rat4,,rat4,,,,rat4,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Rootes is cold'}",rat4,,rat4,"{'How would you rate the variety of societies/sports?': 'lots to do here, great for CVs'}"
Student Reviewer,24 Feb 15,Mathematics and Statistics,rat4,"{'Tell us about your overall university experience so far.': ""It's a all round great university.""}",rat5,,rat4,,rat4,,rat3,,,,rat4,,rat5,,rat2,,rat4,
Student Reviewer,24 Feb 15,Politics,rat4,"{'Tell us about your overall university experience so far.': ""I've enjoyed my time here""}",rat4,,rat4,,rat4,,rat4,,,,rat4,,rat4,,rat4,,rat4,
Student Reviewer,24 Feb 15,French and Politics,rat3,{'Tell us about your overall university experience so far.': 'Lovely'},rat3,,rat4,,rat2,,rat3,,,,rat3,,rat4,,rat3,,rat4,
Student Reviewer,24 Feb 15,Mathematics and Statistics MMathStat,rat3,"{'Tell us about your overall university experience so far.': ""It's average, didn't need my expectations""}",rat2,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""Haven't got a job""}",rat3,"{'What do you like most and least about the way your course(s) are taught?': ""Lectures don't explain concepts enough and powerpoints aren't that useful""}",rat3,"{""How good are your university's facilities?"": 'Everything is in a state of renovation so there are no facilities'}",rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Haven't used it""}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Too expensive to join and not well run'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Living in Bluebell was rather nice, if incredibly expensive'}",rat2,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'There is no city'},rat5,{'How would you rate the variety of societies/sports?': 'Lots of offer for all types of people'}
Student Reviewer,24 Feb 15,Italian,rat3,"{'Tell us about your overall university experience so far.': ""It's okay. Not amazing but not bad either, kind of depends on what you make of it.""}",rat3,,rat3,,rat3,,rat3,,,,rat3,,rat3,,rat3,,rat3,
Student Reviewer,24 Feb 15,Mathematics and Statistics MMathStat,rat4,"{'Tell us about your overall university experience so far.': ""It's really grey in winter but the summer months here are always really good. Teaching is good too.""}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'I have an internship'}",rat4,,rat4,,rat4,,,,rat5,,rat4,,rat5,,rat4,
Student Reviewer,24 Feb 15,Mathematics and Statistics MMathStat,rat5,"{'Tell us about your overall university experience so far.': ""I've a great time here so far""}",rat4,,rat4,,rat4,,rat5,,,,rat4,,rat5,,rat5,,rat5,
Student Reviewer,24 Feb 15,History,rat3,"{'Tell us about your overall university experience so far.': ""I've had a mixed experience here""}",rat2,,rat4,,rat4,,rat3,,,,rat3,,rat2,,rat3,,rat5,
Student Reviewer,24 Feb 15,Film,rat5,"{'Tell us about your overall university experience so far.': ""I've had a really good experience here, obviously it's different for everyone but I've personally met some great people and studied a great course.""}",rat4,,rat4,,rat4,,rat5,,,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Pop is great!'}",rat4,,rat4,,rat4,
Student Reviewer,24 Feb 15,"Economics, Politics and International Studies BA (Hons)",rat3,"{'Tell us about your overall university experience so far.': ""I've had an amazing time here so far, but the biggest let down is that Warwick is run like a business - often this corporate viewpoint overruns students own interests""}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Been having difficulty with finding a job where there are so many more applicants than prospects'}",rat3,"{'What do you like most and least about the way your course(s) are taught?': 'Content is really interesting but some lectures are a let down - some too slow, some too fast.'}",rat4,,rat5,,,,rat5,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': ""Loved my first year in a halls that was actually my fourth choice - it's the people! But the room was very generous and comfortable for the price and communal areas were kept tidy""}",rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lovely place but a bit sleepy'},rat4,{'How would you rate the variety of societies/sports?': 'Often hard to get a foot in - cliquey'}
Student Reviewer,24 Feb 15,English Literature,rat5,"{'Tell us about your overall university experience so far.': ""I've never been happier, the campus is very homely and incredibly social. Being on a campus means everything you need is on your doorstep. The teaching is fantastic, the tutors are available and very helpful out of class time. The course is very interesting, pushes you, we learn a lot. Warwick is ideal.""}",rat4,,rat5,,rat5,,rat5,,,,rat5,,rat5,,rat3,,rat5,
