name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Andrew,21 Jan 19,Mathematical and Theoretical Physics MSc,rat4,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers service.'}",rat4,,rat5,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Never used it but heard a lot about it.'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Feels disconnected from JCRs and students.'}",,,rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Calmer than most cities.'},rat4,{'How would you rate the variety of societies/sports?': 'Lots to choose from.'}
Logan,21 Jan 19,,rat4,{'Tell us about your overall university experience so far.': 'Course good but hard. Nightlife good.'},rat4,,rat5,,rat5,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Never used it.'}",,,non_app,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Never used it.'}",rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'First year is bad it improves @ Magdalen.'}",rat4,,rat4,
Tao,21 Jan 19,,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat5,,rat5,,,,rat4,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Magdalen College has the best accommodation!!!'}",rat3,,rat5,
Howard,21 Jan 19,Mathematics MSc by Research,rat4,{'Tell us about your overall university experience so far.': None},non_app,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': ""It works well I think but I haven't used it.""}",rat4,,rat4,,rat4,,,,rat3,,,,rat5,,rat4,
Aman,21 Jan 19,,rat4,{'Tell us about your overall university experience so far.': None},rat3,,rat4,,rat3,,rat3,,,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Pembroke'}",rat4,,rat5,
Anonymous,07 Dec 18,,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat4,,rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""I've been really impressed by the support given to students by the university (particularly within college)""}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Awful'}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Spacious, safe and really nice environment'}",non_app,,rat5,{'How would you rate the variety of societies/sports?': 'Massive variety of societies which are a lot of fun to get involved in- something for everyone'}
Clarence,07 Dec 18,,rat4,{'Tell us about your overall university experience so far.': 'Stressful at times but loads of freedom and vibrant club. Societies scene.'},rat4,,rat4,,rat3,,rat3,,,,rat2,,,,rat3,,rat4,
Anonymous,07 Dec 18,Engineering Science MSc by Research,rat5,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Internships'}",rat4,,rat5,,rat5,,,,rat5,,rat4,,rat5,,rat5,
Yasmin,07 Dec 18,,rat4,{'Tell us about your overall university experience so far.': None},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Hopefuly, fingers crossed.'}",rat5,,rat3,,rat3,,,,rat3,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Close to lectures.'}",rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Okay (not as good as London).'},rat4,
Anonymous,07 Dec 18,,rat4,{'Tell us about your overall university experience so far.': 'Stressful'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Yes'}",rat3,,rat3,,rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Great'}",,,rat1,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Not involved'}",rat3,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Great'},rat1,"{'How would you rate the variety of societies/sports?': ""I'm too lazy""}"
Anonymous,07 Dec 18,,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat4,,rat5,,rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Counselling service in particular is very good.'}",,,rat4,,rat3,,rat5,,non_app,"{'How would you rate the variety of societies/sports?': ""Don't really do any,""}"
Naomi,07 Dec 18,,rat4,"{'Tell us about your overall university experience so far.': 'Fun social side, hard work.'}",rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'I go to Oxford.'}",rat4,,rat4,,rat2,,,,rat5,,,,rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Small but full of personality'},rat5,
Rebecca,07 Dec 18,,rat3,{'Tell us about your overall university experience so far.': 'Interesting but intense.'},rat4,,rat3,{'How many contact hours per week do you have?': '3'},rat3,,rat2,,,,rat3,,rat4,,rat3,,rat3,
Adam,07 Dec 18,,rat4,"{'Tell us about your overall university experience so far.': 'Met great people, learned a lot, found care'}",rat4,,rat5,,rat4,,rat3,,,,rat3,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Well kept and managed'}",rat4,,rat5,
Maria,07 Dec 18,,rat5,"{'Tell us about your overall university experience so far.': ""It's great :) but stressful.""}",rat5,,rat5,,rat5,"{""How good are your university's facilities?"": 'BUT these can vary between bonds.'}",rat5,,,,rat5,,rat5,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Quite small but the clubs are great.'},rat5,"{'How would you rate the variety of societies/sports?': 'There are so many! And v inclusive, sports, often you need experience.'}"
Anonymous,07 Dec 18,,rat4,{'Tell us about your overall university experience so far.': None},non_app,,rat4,,rat4,,rat4,,,,rat3,,,,rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Live here'},non_app,
Anonymous,30 Nov 18,"MSt in Women's, Gender, and Sexuality Studies",rat3,{'Tell us about your overall university experience so far.': None},rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Oxford itself has a good name'}",rat2,,rat5,"{""How good are your university's facilities?"": 'Excellent'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Really good'}",,,rat4,,rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Good and cheap'}",rat3,,rat5,{'How would you rate the variety of societies/sports?': 'Loads of options'}
Anonymous,30 Nov 18,Political Theory Research MSc,rat5,"{'Tell us about your overall university experience so far.': 'Great, love it! Course content is great!'}",rat4,,rat5,,rat5,,rat4,,,,rat3,,rat5,,rat4,,rat4,
Anonymous,30 Nov 18,,rat5,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,,rat5,,,,rat4,,rat4,,rat5,,rat4,{'How would you rate the variety of societies/sports?': 'More sociable societies would be better'}
Anonymous,30 Nov 18,,rat4,{'Tell us about your overall university experience so far.': 'Some good training and support but sometimes too intense'},rat5,,rat4,,rat5,,rat3,,,,rat2,,,,rat4,,rat5,
Anonymous,30 Nov 18,,rat5,"{'Tell us about your overall university experience so far.': 'Stunning- great people, great lectures, love the place'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'More because of degree from university'}",rat4,,rat5,"{""How good are your university's facilities?"": 'Outstanding- World class'}",rat4,,,,rat4,,,,rat5,,rat5,
Anonymous,30 Nov 18,,rat4,"{'Tell us about your overall university experience so far.': 'Beautiful city, lovely people'}",rat4,,rat3,,rat3,,rat2,,,,rat4,,rat3,,rat4,,rat4,
Student Reviewer,12 Jan 18,,rat4,{'Tell us about your overall university experience so far.': 'Very rewarding in terms of opportunities available and the networking opportunities.'},rat4,,rat4,,rat3,,rat4,,,,rat3,,rat3,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Completely unequal, some rooms are huge and have bathrooms and others are tiny'}",rat4,,rat4,
